name	tutorial1	tutorial2
chr2_212944944_212945882	2	2
chr2_212948713_212949327	2	2
chr2_212974686_212975314	6	2
chr2_213112266_213112766	1	3
chr2_213129208_213129774	4	2
chr2_213151474_213152567	1	2
chr2_213187057_213188254	2	2
chr2_213364405_213365083	2	4
chr2_213633034_213633883	2	2
chr2_213680986_213681677	2	2
chr2_213861764_213862518	2	2
chr2_214341485_214342118	3	2
chr2_214471094_214471961	2	2
chr2_214808835_214809379	8	1
chr2_214809657_214810187	15	8
chr2_214810204_214811115	2	2
chr2_215109337_215109918	2	2
chr2_215111757_215112264	2	1
chr2_215272392_215273193	2	2
chr2_215348755_215349413	5	2
chr2_215385376_215386068	2	1
chr2_215427287_215428243	2	1
chr2_215432734_215433367	4	2
chr2_215435870_215436601	8	4
chr2_215480239_215481191	2	1
chr2_215486825_215487483	6	2
chr2_215493349_215493865	2	4
chr2_215597983_215598832	2	2
chr2_215664634_215665271	4	4
chr2_215687276_215687809	1	2
chr2_215699616_215700526	4	1
chr2_215712465_215713135	2	2
chr2_215736574_215737125	2	2
chr2_215748377_215748932	2	2
chr2_215749087_215750267	10	4
chr2_215888601_215889170	2	2
chr2_215904037_215904556	9	2
chr2_215927905_215928611	2	2
chr2_216004828_216005797	10	2
chr2_216006033_216006628	8	6
chr2_216012002_216012554	2	2
chr2_216057498_216058070	2	2
chr2_216080945_216082099	4	2
chr2_216170079_216170893	2	2
chr2_216263426_216263997	2	2
chr2_216412177_216412709	14	3
chr2_216417630_216418135	2	2
chr2_216519123_216519702	4	2
chr2_216535557_216536079	2	2
chr2_216759846_216760499	1	2
chr2_216865773_216866648	2	2
chr2_216880596_216881577	2	2
chr2_216914430_216915210	2	2
chr2_217223172_217223782	2	2
chr2_217352967_217353768	2	1
chr2_217653152_217653700	2	4
chr2_217654712_217655591	2	2
chr2_217701820_217702620	2	2
chr2_217742785_217743394	2	2
chr2_217785380_217785888	2	2
chr2_217902521_217903148	8	2
chr2_217943363_217944408	1	2
chr2_217977645_217978305	2	2
chr2_218006625_218007138	2	2
chr2_218046225_218046845	2	1
chr2_218051842_218052581	2	2
chr2_218068728_218069427	2	2
chr2_218216921_218217991	5	1
chr2_218229210_218229726	6	4
chr2_218270006_218270643	13	10
chr2_218322634_218323786	5	1
chr2_218367518_218368178	8	6
chr2_218371046_218371844	4	1
chr2_218381806_218382956	4	2
chr2_218395808_218396375	10	2
chr2_218399509_218400042	8	6
chr2_218567708_218568724	2	3
chr2_218658996_218660118	12	2
chr2_218671599_218672182	2	2
chr2_218710530_218711490	2	2
chr2_218723769_218724645	2	2
chr2_218748072_218748817	2	2
chr2_218818623_218819500	6	1
chr2_219099294_219100228	8	4
chr2_219160264_219161125	16	3
chr2_219176737_219177249	3	4
chr2_219206042_219207157	9	4
chr2_219217666_219218657	2	2
chr2_219246401_219247741	2	2
chr2_219279071_219280078	9	3
chr2_219322995_219323641	2	2
chr2_219329303_219329848	2	2
chr2_219386780_219387393	1	2
chr2_219536773_219537346	2	2
chr2_219541567_219542179	4	2
chr2_219543133_219544304	2	1
chr2_219597494_219598014	4	4
chr2_219642332_219643009	4	2
chr2_219775584_219776215	2	2
chr2_219942053_219943015	2	1
chr2_220092474_220093123	2	2
chr2_220243793_220244421	2	2
chr2_220537897_220538470	2	2
chr2_220640909_220641483	2	2
chr2_220717615_220718257	2	2
chr2_221050075_221050955	2	2
chr2_221400200_221400763	2	2
chr2_221465595_221466223	2	4
chr2_221524166_221524986	3	2
chr2_221572123_221572689	5	1
chr2_221572812_221573738	5	2
chr2_221974915_221975499	2	2
chr2_222107420_222108097	1	2
chr2_222318997_222319523	4	2
chr2_222404369_222404917	4	2
chr2_222413427_222414188	2	2
chr2_222446994_222447631	4	2
chr2_222667931_222668601	8	2
chr2_222732942_222733815	1	2
chr2_222734389_222735126	2	2
chr2_222805598_222806264	10	1
chr2_222860370_222861208	2	4
chr2_222878389_222879344	2	2
chr2_222912089_222912606	3	2
chr2_222919769_222920324	8	1
chr2_222954925_222955517	2	4
chr2_223177463_223177968	2	2
chr2_223366717_223367631	2	2
chr2_223401916_223402431	2	2
chr2_223402880_223403438	2	2
chr2_223459280_223459811	2	2
chr2_223460217_223461033	2	2
chr2_223465178_223466208	17	2
chr2_223825748_223827307	2	1
chr2_223835985_223836578	2	2
chr2_223851638_223852297	2	2
chr2_223864776_223865714	2	2
chr2_223896736_223897292	2	2
chr2_223917963_223919170	2	2
chr2_223943538_223944137	2	2
chr2_223993319_223994114	4	2
chr2_224038573_224039544	2	1
chr2_224377484_224378209	2	2
chr2_224405419_224406374	2	2
chr2_224585447_224585956	8	4
chr2_224723478_224724009	2	2
chr2_224778131_224779178	4	2
chr2_224885708_224886414	2	1
chr2_224932461_224933045	2	2
chr2_224946732_224947626	2	2
chr2_224948756_224949281	6	3
chr2_224990530_224991165	2	2
chr2_225025772_225026548	7	2
chr2_225069462_225070429	1	4
chr2_225112613_225113198	6	4
chr2_225286968_225287748	2	2
chr2_225363071_225363737	2	2
chr2_225551656_225552202	2	1
chr2_225763151_225764010	1	2
chr2_226002309_226002891	2	2
chr2_226059941_226060842	4	2
chr2_226077939_226078893	2	2
chr2_226079587_226080137	2	2
chr2_226215860_226216377	2	2
chr2_226333295_226333881	2	2
chr2_226423389_226424055	5	2
chr2_226501761_226502364	2	2
chr2_226652333_226652852	4	2
chr2_226749209_226749882	2	2
chr2_226756162_226756733	1	2
chr2_226790908_226792110	14	4
chr2_226835673_226836231	19	3
chr2_226875194_226876008	6	2
chr2_226915918_226916532	2	2
chr2_227205765_227206379	2	2
chr2_227238200_227238743	2	2
chr2_227324961_227325466	1	2
chr2_227337623_227338237	2	2
chr2_227407619_227408273	8	2
chr2_227450804_227451414	2	2
chr2_227471965_227472572	8	3
chr2_227516907_227517502	2	2
chr2_227623162_227623669	2	2
chr2_227676896_227677434	2	2
chr2_227818235_227818916	22	4
chr2_227863106_227863656	2	2
chr2_227884408_227884992	2	2
chr2_228197602_228198460	1	2
chr2_228426844_228427529	2	1
chr2_228703247_228704215	2	2
chr2_228766688_228767234	2	2
chr2_228803126_228803654	2	2
chr2_229077576_229078532	2	2
chr2_229179488_229180018	2	2
chr2_229300716_229301250	4	2
chr2_229408410_229409368	2	2
chr2_229416052_229416652	12	2
chr2_229921109_229921785	2	2
chr2_230206429_230207021	4	2
chr2_230219314_230219957	1	2
chr2_230225320_230226376	2	1
chr2_230411139_230412182	3	2
chr2_230457290_230457803	6	2
chr2_230643342_230643851	2	2
chr2_230660264_230661067	1	2
chr2_230685139_230685782	2	2
chr2_230793923_230794509	3	2
chr2_230802763_230803709	2	2
chr2_230844924_230845638	4	2
chr2_230913290_230914128	4	2
chr2_230943577_230944080	7	2
chr2_230947969_230948479	6	4
chr2_231021046_231021608	2	2
chr2_231056356_231057002	4	6
chr2_231063258_231063823	2	2
chr2_231092641_231093534	1	2
chr2_231161823_231162431	4	2
chr2_231289911_231290714	2	2
chr2_231321808_231322865	1	2
chr2_231342097_231342782	10	6
chr2_231362054_231363080	1	2
chr2_231545162_231546010	6	2
chr2_231554583_231555266	4	2
chr2_231604270_231605214	6	2
chr2_231612403_231612969	2	2
chr2_231613419_231614139	1	2
chr2_231662018_231663034	1	2
chr2_231687055_231687603	2	2
chr2_231706200_231706774	3	2
chr2_231710004_231710794	4	2
chr2_231713268_231714145	3	2
chr2_231781013_231781534	7	2
chr2_231782286_231782794	2	5
chr2_231786175_231786849	2	2
chr2_231961346_231962044	3	2
chr2_232315446_232315970	6	2
chr2_232528944_232529526	8	2
chr2_232550211_232550827	10	3
chr2_232606027_232606538	3	2
chr2_232697006_232697538	4	4
chr2_233044821_233045611	2	2
chr2_233059755_233060521	3	5
chr2_233165871_233166532	12	4
chr2_233179857_233180375	4	4
chr2_233199239_233200391	5	2
chr2_233202752_233203369	2	2
chr2_233383880_233384670	1	2
chr2_233563590_233564162	2	2
chr2_233566237_233567064	4	4
chr2_233711333_233712476	2	2
chr2_233931499_233932230	2	1
chr2_233992060_233992898	2	2
chr2_234098755_234099700	3	1
chr2_234291843_234292415	2	2
chr2_234307937_234309055	2	2
chr2_234335743_234336278	14	2
chr2_234427358_234427953	6	2
chr2_234446264_234446851	20	4
chr2_234679257_234679847	2	2
chr2_234706785_234707777	2	2
chr2_234951919_234952635	4	2
chr2_235054477_235055370	2	4
chr2_235055402_235056333	4	2
chr2_235181827_235182812	2	2
chr2_235531132_235532110	2	2
chr2_235553625_235554616	2	2
chr2_235967714_235968690	2	2
chr2_236341661_236342455	2	2
chr2_236500110_236500651	4	2
chr2_236600172_236600728	2	2
chr2_236711356_236711987	4	2
chr2_236748056_236749264	4	1
chr2_236866260_236867012	2	2
chr2_236975672_236976305	2	2
chr2_237042386_237043219	2	2
chr2_237085067_237086265	7	2
chr2_237431337_237431946	8	2
chr2_237434749_237435335	2	2
chr2_237469252_237469888	4	2
chr2_237474765_237475818	1	2
chr2_237483225_237483808	6	4
chr2_237497706_237498263	6	1
chr2_237571624_237572409	2	2
chr2_237662478_237663138	6	2
chr2_237673287_237673945	11	2
chr2_237677502_237678473	8	2
chr2_237691451_237692731	3	1
chr2_237693159_237693988	2	2
chr2_237700418_237701150	4	2
chr2_237727173_237727794	4	2
chr2_237774602_237775162	2	1
chr2_237884970_237885551	2	4
chr2_237898505_237899073	12	8
chr2_237966676_237967185	9	2
chr2_238060489_238061222	14	5
chr2_238092592_238093466	2	2
chr2_238098183_238099602	6	2
chr2_238100079_238100679	2	1
chr2_238144795_238145423	2	2
chr2_238160740_238161500	2	1
chr2_238203458_238203987	5	2
chr2_238231434_238231957	2	2
chr2_238288303_238289276	6	2
chr2_238376881_238377444	8	2
chr2_238439038_238439844	5	2
chr2_238449748_238450282	4	2
chr2_238692962_238693692	2	2
chr2_238919231_238919752	2	2
chr2_239121472_239122224	1	2
chr2_239156515_239157143	2	2
chr2_239264823_239265622	4	4
chr2_239267325_239268165	2	2
chr2_239293870_239294658	2	2
chr2_239341184_239341783	2	2
chr2_239400994_239402089	1	4
chr2_239465957_239466549	1	1
chr2_239790570_239791160	2	2
chr2_239875941_239876879	4	2
chr2_239912420_239913032	2	1
chr2_240107533_240108244	2	2
chr2_240211758_240212425	2	2
chr2_240395589_240396115	2	2
chr2_240560090_240561233	17	1
chr2_240564549_240565098	2	2
chr2_240565603_240566494	3	2
chr2_240568952_240569720	2	2
chr2_240584531_240585231	2	2
chr2_240586065_240586683	2	4
chr2_240624979_240625530	10	2
chr2_240655867_240656644	2	2
chr2_240741554_240742341	2	2
chr2_240831780_240832664	6	2
chr2_240867968_240868734	2	2
chr2_240919318_240920391	2	2
chr2_240960366_240960872	4	2
chr2_240965318_240966489	4	2
chr2_241161436_241162062	2	2
chr2_241279947_241280702	2	2
chr2_241308196_241309112	2	2
chr2_241314921_241315432	14	2
chr2_241315612_241316228	5	4
chr2_241508381_241509082	16	4
chr2_241610323_241611041	2	2
chr2_241636816_241637464	3	2
chr2_241686602_241687226	2	4
chr2_241701116_241701637	3	2
chr2_242085418_242086497	4	2
chr20_237469_238309	2	1
chr20_290498_291018	3	2
chr20_297091_298017	2	2
chr20_330492_331058	2	2
chr20_349414_350214	2	2
chr20_371780_372283	2	2
chr20_373451_374094	6	4
chr20_561646_562153	2	2
chr20_653767_654745	2	2
chr20_664907_665805	2	2
chr20_833165_834237	3	2
chr20_844222_844789	2	2
chr20_859752_860286	2	2
chr20_881395_881949	6	2
chr20_973623_974212	4	2
chr20_1181983_1182485	4	2
chr20_1317163_1317863	2	2
chr20_1325083_1326125	4	1
chr20_1467663_1468216	2	4
chr20_1503263_1504053	2	2
chr20_1535707_1536362	4	2
chr20_1537612_1538124	4	2
chr20_1618673_1619569	4	1
chr20_1820379_1821083	4	2
chr20_1831138_1831944	2	2
chr20_1834598_1835417	2	2
chr20_1871836_1872377	7	2
chr20_1872568_1873211	6	2
chr20_2101823_2102603	6	2
chr20_2301079_2301626	6	2
chr20_2390864_2391423	2	4
chr20_2524267_2525248	2	1
chr20_2867500_2868119	2	2
chr20_2873201_2873797	2	2
chr20_3045510_3046535	1	1
chr20_3056526_3057182	2	2
chr20_3173119_3173866	1	2
chr20_3218083_3218583	2	2
chr20_3222806_3223684	2	2
chr20_3258210_3259104	2	2
chr20_3295870_3296542	2	2
chr20_3340348_3341186	2	2
chr20_3420070_3420783	2	2
chr20_3434099_3434648	4	2
chr20_3447207_3447718	2	2
chr20_3676535_3677081	2	2
chr20_3712400_3713019	8	2
chr20_3820261_3820763	8	2
chr20_3901052_3901792	2	2
chr20_3923822_3924687	2	2
chr20_4066478_4067317	2	2
chr20_4085009_4085577	3	2
chr20_4131898_4132407	2	2
chr20_4135491_4136047	2	2
chr20_4148260_4149307	2	2
chr20_4154818_4155501	2	2
chr20_4191740_4193137	2	2
chr20_4369700_4370274	2	2
chr20_4375647_4376301	2	2
chr20_4650064_4650687	1	2
chr20_4686061_4686581	6	2
chr20_4686726_4687485	7	2
chr20_4720071_4720594	7	4
chr20_4814157_4814883	6	2
chr20_4826368_4827170	2	2
chr20_4861691_4862381	2	2
chr20_5001100_5001907	2	3
chr20_5065607_5066654	1	4
chr20_5090118_5090669	4	2
chr20_5112681_5113398	20	2
chr20_5119231_5120322	10	2
chr20_5220027_5220749	2	2
chr20_5357868_5358416	10	2
chr20_5534932_5535867	2	2
chr20_5610735_5611307	5	2
chr20_5642422_5643033	2	2
chr20_5647498_5648404	4	4
chr20_5657292_5658087	4	1
chr20_5671205_5671874	2	2
chr20_5719385_5720352	1	2
chr20_5741546_5742440	2	1
chr20_5822559_5823161	4	2
chr20_5950224_5950916	6	2
chr20_6005674_6006189	8	4
chr20_6008023_6008680	4	2
chr20_6034343_6035184	2	2
chr20_6244390_6245359	2	2
chr20_6311454_6312005	2	2
chr20_6347607_6348419	2	2
chr20_6394064_6394683	2	2
chr20_6700807_6701376	10	2
chr20_6715262_6715788	2	2
chr20_6744065_6744598	4	6
chr20_6828637_6829235	4	2
chr20_6854950_6855537	4	2
chr20_7033179_7033800	2	2
chr20_7191261_7193021	2	2
chr20_7202718_7203659	2	2
chr20_7425638_7426178	2	2
chr20_7454345_7455319	2	2
chr20_7492734_7493347	2	2
chr20_7624764_7625722	2	2
chr20_7819722_7820432	2	2
chr20_7859278_7859804	4	2
chr20_8057873_8058525	2	1
chr20_8094658_8095273	2	2
chr20_8271564_8272590	2	2
chr20_8329810_8330786	2	2
chr20_8394208_8394894	7	6
chr20_8399922_8400531	2	6
chr20_8488703_8490121	2	2
chr20_8503465_8504013	2	2
chr20_8569641_8570361	1	2
chr20_8760474_8761297	2	2
chr20_9397923_9398455	4	4
chr20_9469078_9469707	2	2
chr20_9515244_9516121	3	2
chr20_9616013_9616863	2	2
chr20_9632868_9633457	8	2
chr20_9663006_9663949	2	2
chr20_9889138_9889807	2	2
chr20_9988985_9989632	7	4
chr20_9999471_9999997	4	2
chr20_10033713_10034685	2	2
chr20_10217880_10218493	2	2
chr20_10227730_10228265	2	2
chr20_10433160_10433878	1	2
chr20_10434198_10434883	20	2
chr20_10434945_10435491	8	2
chr20_10446960_10447470	2	2
chr20_10474267_10475676	4	1
chr20_10643222_10644192	3	2
chr20_10671376_10671905	6	2
chr20_10673800_10674695	14	2
chr20_10769719_10770605	2	2
chr20_11063386_11064044	4	4
chr20_11100821_11101716	6	2
chr20_11158243_11158814	2	2
chr20_11331169_11332123	2	2
chr20_11459406_11459924	4	4
chr20_11781067_11781736	2	1
chr20_12165978_12166489	10	2
chr20_12229914_12230482	2	2
chr20_12353391_12354186	2	2
chr20_12613688_12614636	2	2
chr20_12924639_12925395	2	2
chr20_13009515_13010080	2	2
chr20_13119421_13119961	2	2
chr20_13429977_13430665	1	2
chr20_13716053_13716807	2	2
chr20_13722444_13723450	2	3
chr20_13784685_13785535	5	2
chr20_13995223_13995958	2	2
chr20_14089601_14090671	2	2
chr20_14195562_14196422	1	2
chr20_14887787_14888488	1	2
chr20_15033864_15034377	2	2
chr20_15199611_15200148	2	2
chr20_15658375_15659175	2	2
chr20_15727859_15728475	2	2
chr20_16321186_16321692	2	2
chr20_16334950_16335655	2	2
chr20_16390887_16391438	2	2
chr20_16467412_16468132	1	2
chr20_16491406_16492068	4	2
chr20_16513699_16514549	2	4
chr20_16515824_16516526	2	1
chr20_16533169_16533942	2	2
chr20_16573183_16574043	5	2
chr20_16631923_16632576	2	2
chr20_16672029_16673379	2	2
chr20_16714441_16714945	1	2
chr20_16821106_16821922	4	2
chr20_16921166_16922015	2	2
chr20_17281382_17281939	2	2
chr20_17429977_17430526	2	2
chr20_17504976_17505673	6	4
chr20_17536875_17537575	2	2
chr20_17558292_17558950	4	2
chr20_17627551_17628099	2	2
chr20_17650818_17652275	2	2
chr20_17680305_17680821	2	3
chr20_17682159_17682695	8	8
chr20_17683466_17684343	2	2
chr20_17849478_17850305	2	2
chr20_17916572_17917159	6	2
chr20_17965829_17966659	2	2
chr20_17968016_17969049	14	3
chr20_17969474_17970235	2	2
chr20_18137584_18138264	10	2
chr20_18466820_18467382	11	4
chr20_18571391_18572013	4	2
chr20_18587561_18588675	10	3
chr20_18793782_18794305	3	2
chr20_18831803_18832358	6	2
chr20_18890619_18891508	2	2
chr20_19023669_19024501	2	2
chr20_19067037_19067942	2	2
chr20_19249427_19249958	2	2
chr20_19272903_19273636	2	2
chr20_19428123_19428702	6	4
chr20_19619401_19620364	2	2
chr20_19685665_19686194	2	2
chr20_19696555_19697090	2	2
chr20_19701383_19701914	4	2
chr20_19708321_19708896	2	2
chr20_19726066_19726597	3	2
chr20_19735203_19735923	4	2
chr20_19780057_19780764	2	2
chr20_19828098_19828683	4	2
chr20_19887519_19888451	2	2
chr20_19914908_19915980	8	2
chr20_19934620_19935257	6	2
chr20_19978740_19979282	4	2
chr20_20002939_20003616	6	2
chr20_20016987_20017498	6	4
chr20_20197094_20198066	1	2
chr20_20232335_20233048	2	2
chr20_20261082_20261652	5	2
chr20_20550060_20550638	1	2
chr20_20680995_20681722	2	1
chr20_20712564_20713191	10	2
chr20_20747159_20748106	2	2
chr20_20786387_20786948	5	2
chr20_21102498_21103280	2	2
chr20_21125706_21126319	7	2
chr20_21302951_21303811	14	2
chr20_21315026_21315609	12	2
chr20_21325079_21325616	4	4
chr20_21361304_21361830	2	2
chr20_21386893_21387666	2	2
chr20_21576752_21577352	2	2
chr20_22049743_22050355	2	2
chr20_22383634_22384188	2	2
chr20_22662477_22663457	2	2
chr20_22984114_22985101	3	2
chr20_23002182_23002716	2	2
chr20_23048382_23049344	6	2
chr20_23049634_23050144	2	2
chr20_23050839_23051749	8	2
chr20_23086955_23087542	2	3
chr20_23115745_23116294	8	6
chr20_23125545_23126123	8	2
chr20_23126152_23127010	1	2
chr20_23128354_23129705	2	2
chr20_23132151_23133304	6	1
chr20_23135526_23136079	10	5
chr20_23142079_23142799	4	1
chr20_23145145_23145918	5	2
chr20_23155822_23156510	6	2
chr20_23349790_23350391	4	1
chr20_23357782_23358583	16	2
chr20_23361087_23362447	18	5
chr20_23421270_23421859	6	2
chr20_23477204_23477974	2	2
chr20_23541309_23541849	4	2
chr20_23625544_23626120	2	3
chr20_23628349_23629583	2	3
chr20_23654562_23655716	1	2
chr20_23696884_23697579	2	2
chr20_23723591_23724111	2	2
chr20_24102262_24102863	2	2
chr20_24168693_24169380	2	2
chr20_24343292_24344272	2	1
chr20_24368143_24369117	2	2
chr20_24569898_24570476	2	4
chr20_24591964_24592538	2	2
chr20_24636390_24637222	3	2
chr20_24683972_24684761	2	2
chr20_24692117_24693010	2	2
chr20_24816424_24817340	7	2
chr20_24929747_24930735	2	2
chr20_24959039_24959724	2	2
chr20_24981047_24982207	7	2
chr20_24992536_24993102	7	2
chr20_25195331_25195865	2	2
chr20_25237626_25238216	12	2
chr20_25247560_25248362	4	2
chr20_25294598_25295395	2	2
chr20_25308827_25309534	7	2
chr20_25309670_25310204	6	6
chr20_25310217_25310760	1	2
chr20_25317518_25318278	2	2
chr20_25318483_25319092	10	2
chr20_25324393_25324997	14	2
chr20_25360729_25361246	6	2
chr20_25390676_25391178	10	4
chr20_25461663_25462272	4	6
chr20_25498799_25499681	4	2
chr20_25623700_25624706	3	4
chr20_25653640_25654330	1	2
chr20_25696526_25697270	18	2
chr20_25750601_25751319	4	2
chr20_25861183_25861982	2	2
chr20_30377242_30377742	2	2
chr20_31260001_31260781	2	2
chr20_31449494_31450435	2	2
chr20_31521108_31521761	2	2
chr20_31542021_31542622	1	2
chr20_31573050_31573597	1	4
chr20_31604012_31604943	2	2
chr20_31612550_31613298	6	2
chr20_31666597_31667218	5	4
chr20_31667224_31667822	3	2
chr20_31674767_31675434	4	2
chr20_31723178_31723916	10	1
chr20_31822447_31823280	1	2
chr20_31879586_31880146	6	3
chr20_31951833_31952378	9	2
chr20_32040040_32040804	6	8
chr20_32051097_32051682	2	2
chr20_32068778_32069385	6	4
chr20_32086128_32086695	3	2
chr20_32109217_32110053	2	2
chr20_32111651_32112193	4	2
chr20_32357912_32358556	8	6
chr20_32539712_32540544	2	2
chr20_32580960_32581759	2	2
chr20_32583749_32584677	1	2
chr20_32827828_32828503	2	2
chr20_32902416_32902919	4	2
chr20_33399738_33400247	1	2
chr20_33401234_33401841	5	1
chr20_33443630_33444461	2	2
chr20_33663463_33663991	5	2
chr20_33686267_33686771	10	4
chr20_33810838_33811890	2	2
chr20_33838668_33839507	2	2
chr20_33992976_33994044	8	2
chr20_34208926_34209498	2	2
chr20_34245881_34246780	2	2
chr20_34247327_34247854	2	2
chr20_34281000_34281504	2	2
chr20_34302489_34303214	4	1
chr20_34363015_34363862	2	2
chr20_34365680_34366344	6	4
chr20_34417817_34418553	1	2
chr20_34476042_34476719	2	2
chr20_34599445_34600096	2	2
chr20_34680535_34681051	1	2
chr20_34824916_34826008	3	1
chr20_34844384_34845190	2	2
chr20_34875456_34876772	16	2
chr20_34954855_34955593	4	2
chr20_35144592_35145173	2	2
chr20_35146951_35147606	1	2
chr20_35171684_35172276	6	2
chr20_35259765_35260454	2	2
chr20_35277685_35278402	4	2
chr20_35283985_35285040	2	2
chr20_35454875_35455401	5	3
chr20_35541761_35542339	2	2
chr20_35616197_35616755	6	4
chr20_35680531_35681323	3	2
chr20_35742025_35742695	26	2
chr20_35771646_35772291	10	1
chr20_35791704_35792301	4	2
chr20_35975594_35976407	2	2
chr20_36051643_36052390	2	2
chr20_36085111_36086094	2	3
chr20_36117571_36118081	4	2
chr20_36199930_36200510	4	2
chr20_36337282_36338229	2	2
chr20_36460819_36461398	2	2
chr20_36465350_36465886	2	4
chr20_36595588_36596096	4	2
chr20_36605368_36605943	4	2
chr20_36773263_36774154	2	2
chr20_36835571_36836076	2	2
chr20_36861867_36862373	3	2
chr20_36863373_36863993	6	1
chr20_36871962_36872598	4	2
chr20_36914881_36915443	2	2
chr20_36950506_36951505	1	1
chr20_37178720_37179223	7	2
chr20_37191031_37191827	2	2
chr20_37223024_37223537	4	2
chr20_37270134_37271019	2	2
chr20_37347656_37348270	4	2
chr20_37357456_37358304	2	2
chr20_37378971_37379679	5	2
chr20_37381583_37382634	1	2
chr20_37451432_37452332	2	4
chr20_37527607_37528114	2	4
chr20_37935337_37935935	2	2
chr20_38126488_38127008	10	2
chr20_38127138_38128087	6	3
chr20_38129281_38129862	5	2
chr20_38132670_38133382	3	3
chr20_38141831_38142501	8	2
chr20_38143110_38143618	4	2
chr20_38143736_38144571	6	4
chr20_38147040_38147683	2	3
chr20_38151769_38152294	6	2
chr20_38164883_38165474	3	2
chr20_38177941_38178544	2	2
chr20_38191283_38191978	2	1
chr20_38194715_38195411	2	2
chr20_38196363_38197122	10	4
chr20_38287763_38288315	3	2
chr20_38355630_38356224	2	2
chr20_38356233_38357158	3	2
chr20_38369340_38369868	2	4
chr20_38722728_38723434	2	2
chr20_38748161_38748794	4	3
chr20_38764289_38765234	2	2
chr20_38839419_38840238	2	2
chr20_39000893_39001593	2	2
chr20_39472638_39473618	2	1
chr20_40442114_40442634	1	2
chr20_40464576_40465218	5	2
chr20_40506501_40507071	6	2
chr20_40519875_40520378	2	2
chr20_40526580_40527236	2	2
chr20_40571574_40572239	5	2
chr20_40687434_40687986	5	2
chr20_40689809_40690834	5	3
chr20_41003408_41003930	4	2
chr20_41008113_41008846	8	2
chr20_41028411_41028988	12	2
chr20_41071952_41072474	2	2
chr20_41104137_41105509	2	2
chr20_41317550_41318112	7	2
chr20_41618185_41618818	14	6
chr20_41692208_41693127	2	2
chr20_41696090_41696900	2	2
chr20_41729821_41730400	2	2
chr20_41898554_41899368	2	2
chr20_42154193_42155180	2	2
chr20_42157835_42158447	2	2
chr20_42190317_42190970	2	2
chr20_42236346_42237154	2	2
chr20_42492185_42493458	1	2
chr20_42709925_42710495	2	2
chr20_43386776_43387721	2	1
chr20_43409077_43409918	2	2
chr20_43458096_43458731	3	4
chr20_43525791_43526557	2	2
chr20_43666225_43667159	6	1
chr20_43820597_43821156	2	2
chr20_43875625_43876438	2	2
chr20_44210415_44211471	1	2
chr20_44649023_44649589	2	2
chr20_44669194_44670408	2	2
chr20_44736088_44736744	2	1
chr20_44794011_44794567	1	1
chr20_44907316_44908265	2	2
chr20_44960279_44960788	4	2
chr20_44979089_44979676	4	2
chr20_45153423_45154197	6	2
chr20_45254662_45255336	3	2
chr20_45322950_45323594	4	2
chr20_45348205_45348777	6	3
chr20_45362794_45363317	9	2
chr20_45368603_45369275	2	2
chr20_45842079_45842586	2	2
chr20_45880927_45881434	4	4
chr20_45902408_45902977	2	2
chr20_45910779_45911373	11	3
chr20_45934347_45934868	3	2
chr20_45934954_45935682	5	3
chr20_45946359_45946914	6	2
chr20_45987207_45987785	2	4
chr20_45998214_45998766	1	2
chr20_46008034_46008574	3	2
chr20_46021346_46022116	1	2
chr20_46089012_46089911	1	5
chr20_46099491_46100005	2	2
chr20_46363750_46364262	3	2
chr20_46581406_46582238	2	2
chr20_46610654_46611556	2	2
chr20_46688879_46689830	3	4
chr20_46766852_46767595	2	2
chr20_47118216_47119019	2	3
chr20_47161083_47161908	2	1
chr20_47239398_47239918	2	2
chr20_47274468_47274970	4	2
chr20_47317134_47317781	4	2
chr20_47351894_47352788	1	1
chr20_47391903_47392520	2	2
chr20_47414998_47415868	2	2
chr20_47501361_47502161	3	2
chr20_47580236_47580809	2	1
chr20_47727417_47728427	1	4
chr20_47735444_47736114	1	2
chr20_47746058_47746627	1	2
chr20_47768063_47768659	8	2
chr20_47770875_47771442	4	2
chr20_47797000_47797500	2	2
chr20_47965294_47966542	2	2
chr20_48036368_48037006	1	2
chr20_48648970_48649656	2	2
chr20_48723525_48724144	7	2
chr20_48741927_48742779	2	2
chr20_48830124_48830746	1	2
chr20_49046589_49047545	4	4
chr20_49230486_49231370	8	1
chr20_49241305_49242289	2	2
chr20_49278153_49278721	14	2
chr20_49713070_49714058	4	2
chr20_49812448_49813146	3	2
chr20_49818807_49819315	2	2
chr20_50009578_50010272	2	2
chr20_50033722_50034340	9	2
chr20_50047064_50047580	6	2
chr20_50086951_50087947	2	2
chr20_50112992_50113615	2	2
chr20_50123712_50124664	2	2
chr20_50159013_50159790	2	2
chr20_50194732_50195592	5	2
chr20_50224867_50225371	2	2
chr20_50248024_50248578	4	2
chr20_50267693_50268251	6	2
chr20_50274601_50275450	17	2
chr20_50394570_50395187	4	4
chr20_50450787_50451495	2	1
chr20_50478178_50478687	2	2
chr20_50483301_50483887	2	2
chr20_50496784_50497423	2	1
chr20_50497925_50498473	4	2
chr20_50509993_50510514	6	5
chr20_50641125_50642036	1	2
chr20_50826861_50827397	2	2
chr20_50957896_50959071	3	1
chr20_50980107_50980695	5	4
chr20_51221252_51221946	2	2
chr20_51345551_51346079	10	2
chr20_51492247_51492806	2	2
chr20_51500253_51500835	4	2
